-DOCSTART- -X- -X- -X-
terrific. O O O
Maybe O O O
the O O O
stir-fried O O B-DISH
duck O O I-DISH
tongues O O I-DISH
I O O O
ate O O O
last O O O
time O O O
could O O O
have O O O
slid O O O
from O O O
their O O O
cartilaginous O O O
framework O O O
more O O O
easily. O O O
Then O O O
again, O O O
maybe O O O
I O O O
wasn't O O O
in O O O
the O O O
right O O O
mood O O O
for O O O
duck O O B-FOOD
tongues. O O I-FOOD
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
-DOCSTART- -X- -X- -X-
   
During O O O
the O O O
five O O O
years O O O
Village B-EST O B-EST
Cafe I-EST O I-EST
has O O O
been O O O
open, O O O
I O O O
must O O O
have O O O
driven O O O
the O O O
length O O O
of O O O
Coney B-LOC O B-LOC
Island I-LOC O I-LOC
Avenue I-LOC O I-LOC
in O O O
Brooklyn B-LOC O B-LOC
a O O O
dozen O O O
times O O O
without O O O
noticing O O O
it. O O O
At O O O
best O O O
I O O O
might O O O
have O O O
spotted O O O
the O O O
tiny O O O
parking O O O
lot O O O
in O O O
Midwood, B-LOC O B-LOC
with O O O
tattered O O O
red, O O O
blue O O O
and O O O
silver O O O
streamers O O O
flapping O O O
over O O O
its O O O
10 O O O
or O O O
so O O O
spaces, O O O
giving O O O
it O O O
the O O O
appearance O O O
of O O O
the O O O
world's O O O
smallest O O O
used-car O O O
dealership. O O O
In O O O
the O O O
back O O O
is O O O
a O O O
wide, O O O
single-story O O O
structure O O O
that O O O
looks O O O
like O O O
the O O O
trailer O O O
office O O O
where O O O
you O O O
would O O O
sit O O O
down O O O
to O O O
discuss O O O
loan O O O
options O O O
with O O O
Marty O O O
from O O O
financing. O O O
But O O O
that O O O
building O O O
is O O O
an O O O
Azerbaijani B-CUISINE O B-CUISINE
restaurant O O O
that O O O
stands O O O
out O O O
among O O O
the O O O
dining O O O
outposts O O O
of O O O
former O O O
Soviet B-LOC O O
republics I-LOC O O
that O O O
stretch O O O
north O O O
from O O O
Brighton B-LOC O B-FOOD
Beach, I-LOC O I-FOOD
and O O O
each O O O
time O O O
I've O O O
gone O O O
inside O O O
I O O O
was O O O
given O O O
not O O O
a O O O
credit O O O
check, O O O
but O O O
a O O O
test O O O
of O O O
my O O O
appetite's O O O
limits. O O O
This O O O
is O O O
not O O O
just O O O
because O O O
almost O O O
every O O O
platter O O O
of O O O
food O O O
that O O O
leaves O O O
the O O O
kitchen O O O
at O O O
Village B-EST O B-EST
Cafe I-EST O I-EST
seems O O O
intended O O O
to O O O
feed O O O
an O O O
actual O O O
village. O O O
I O O O
run O O O
into O O O
trouble O O O
because O O O
there O O O
are O O O
so O O O
many O O O
things O O O
I O O O
want O O O
to O O O
order O O O
and O O O
so O O O
few O O O
things O O O
I O O O
am O O O
willing O O O
to O O O
leave O O O
on O O O
the O O O
table O O O
as O O O
the O O O
meal O O O
winds O O O
down. O O O
There O O O
will O O O
never O O O
be O O O
a O O O
time O O O
when O O O
I O O O
go O O O
to O O O
Village B-EST O B-EST
Cafe I-EST O I-EST
and O O O
decide O O O
not O O O
to O O O
have O O O
at O O O
least O O O
one O O O
qutab, B-DISH O B-FOOD
if O O O
not O O O
all O O O
three. O O O
The O O O
menu O O O
gives O O O
the O O O
name O O O
of O O O
this O O O
delicate O O O
Azerbaijani B-CUISINE O B-CUISINE
flatbread, B-FOOD O B-FOOD
the O O O
diameter O O O
of O O O
a O O O
pita B-FOOD O B-FOOD
but O O O
thinner, O O O
as O O O
kutaby. B-FOOD O B-DISH
Either O O O
way, O O O
it O O O
is O O O
very O O O
good O O O
when O O O
stuffed O O O
with O O O
minced, B-FOOD O O
quietly I-FOOD O O
spiced I-FOOD O O
chicken I-FOOD O B-FOOD
or O O O
lamb. B-FOOD O B-FOOD
It O O O
is O O O
exceptional O O O
when O O O
filled O O O
with O O O
greens: B-FOOD O O
spinach, B-FOOD O B-FOOD
scallions, B-FOOD O B-FOOD
and O O O
dill B-FOOD O B-FOOD
and O O O
cilantro, O O O
two O O O
fresh O O O
herbs O O O
that O O O
turn O O O
up O O O
again O O O
and O O O
again O O O
in O O O
Azerbaijani O O O
cooking. O O O
I O O O
will O O O
always O O O
want O O O
the O O O
crimped O O O
dumplings, O O O
the O O O
size O O O
and O O O
shape O O O
of O O O
chicken O O O
drumettes, O O O
that O O O
the O O O
English O O O
menu O O O
calls O O O
ravioli O O O
and O O O
the O O O
servers O O O
call O O O
pelmeni. O O O
Filled O O O
with O O O
chicken O O O
or O O O
lamb, O O O
these O O O
dumplings O O O
can O O O
be O O O
boiled, O O O
but O O O
the O O O
urge O O O
to O O O
ask O O O
for O O O
them O O O
fried O O O
is O O O
overwhelming, O O O
and O O O
the O O O
fried O O O
ones O O O
are O O O
better O O O
dunked O O O
in O O O
the O O O
tomato-pepper O O O
sauce O O O
that O O O
I O O O
would O O O
call O O O
salsa O O O
if O O O
I O O O
were O O O
not O O O
in O O O
an O O O
Azerbaijani O O O
restaurant. O O O
There O O O
will O O O
be O O O
liver O O O
on O O O
my O O O
table, O O O
too. O O O
Maybe O O O
it O O O
will O O O
be O O O
Turkish O O O
style, O O O
little O O O
fried O O O
cubes O O O
under O O O
a O O O
tart O O O
purple O O O
dusting O O O
of O O O
ground O O O
sumac. O O O
Or O O O
the O O O
liver O O O
may O O O
be O O O
added O O O
to O O O
bits O O O
of O O O
lamb O O O
hearts, O O O
kidney O O O
and O O O
testicles, O O O
and O O O
cooked O O O
with O O O
onions O O O
and O O O
potato O O O
cubes O O O
in O O O
a O O O
fantastically O O O
oily O O O
hash O O O
called O O O
djiz O O O
biz. O O O
Whether O O O
I O O O
will O O O
eat O O O
guru O O O
hingal O O O
will O O O
depend O O O
on O O O
how O O O
far O O O
in O O O
advance O O O
I've O O O
planned O O O
my O O O
meal, O O O
because O O O
it O O O
generally O O O
has O O O
to O O O
be O O O
ordered O O O
a O O O
day O O O
ahead. O O O
It O O O
is O O O
a O O O
noodle O O O
dish: O O O
very O O O
thin, O O O
wide O O O
sheets O O O
of O O O
pasta O O O
under O O O
a O O O
sauce O O O
of O O O
onions O O O
and O O O
ground O O O
lamb O O O
fried O O O
in O O O
its O O O
own O O O
fat O O O
until O O O
it O O O
is O O O
magnificently O O O
crunchy. O O O
If O O O
you O O O
poured O O O
chile O O O
oil O O O
over O O O
guru O O O
hingal, O O O
it O O O
would O O O
taste O O O
Sichuanese; O O O
stew O O O
the O O O
lamb O O O
with O O O
tomatoes O O O
and O O O
you O O O
could O O O
mistake O O O
the O O O
sauce O O O
for O O O
Bolognese. O O O
But O O O
it's O O O
from O O O
Azerbaijan, O O O
and O O O
it's O O O
good O O O
with O O O
yogurt. O O O
And O O O
I O O O
will O O O
have O O O
soup, O O O
even O O O
if O O O
nobody O O O
else O O O
does, O O O
because O O O
Village O O O
Cafe's O O O
kitchen O O O
understands O O O
how O O O
to O O O
make O O O
it. O O O
The O O O
kufta-bozbash O O O
is O O O
a O O O
strong, O O O
well-skimmed O O O
lamb O O O
broth O O O
with O O O
chickpeas O O O
and O O O
a O O O
single, O O O
tender O O O
lamb-rice O O O
meatball, O O O
as O O O
big O O O
as O O O
an O O O
apple. O O O
The O O O
broth O O O
for O O O
dushbara O O O
soup O O O
is O O O
similar, O O O
but O O O
the O O O
ballast O O O
is O O O
provided O O O
by O O O
miniature O O O
lamb O O O
dumplings O O O
about O O O
the O O O
size O O O
of O O O
M&Ms. O O O
Cilantro O O O
and O O O
dried O O O
mint O O O
are O O O
added O O O
to O O O
both O O O
soups O O O
at O O O
the O O O
last O O O
minute, O O O
and O O O
the O O O
mint O O O
is O O O
especially O O O
helpful. O O O
Village O O O
Cafe's O O O
hot O O O
borscht, O O O
strong O O O
and O O O
decidedly O O O
unvegetarian, O O O
outperforms O O O
some O O O
I've O O O
had O O O
in O O O
Brighton O O O
Beach. O O O
Instead O O O
of O O O
sour O O O
cream, O O O
it O O O
comes O O O
with O O O
a O O O
spoonful O O O
of O O O
yogurt. O O O
The O O O
cuisine O O O
of O O O
Azerbaijan O O O
often O O O
echoes O O O
those O O O
of O O O
its O O O
neighbors O O O
Georgia, O O O
Armenia O O O
and O O O
Iran, O O O
but O O O
other O O O
dishes, O O O
like O O O
borscht, O O O
were O O O
hauled O O O
down O O O
from O O O
Eastern O O O
Europe O O O
in O O O
the O O O
strong O O O
arms O O O
of O O O
Mother O O O
Russia. O O O
We O O O
can O O O
also O O O
thank O O O
Russia O O O
for O O O
the O O O
insane O O O
music O O O
videos O O O
that O O O
play O O O
on O O O
Village O O O
Cafe's O O O
two O O O
televisions, O O O
typically O O O
with O O O
the O O O
volume O O O
off O O O
while O O O
American O O O
pop O O O
of O O O
the O O O
'80s O O O
plays O O O
on O O O
the O O O
sound O O O
system. O O O
You O O O
sit O O O
at O O O
what O O O
appear O O O
to O O O
be O O O
varnished O O O
picnic O O O
tables O O O
with O O O
chairs O O O
instead O O O
of O O O
benches. O O O
The O O O
rest O O O
of O O O
the O O O
décor O O O
looks O O O
like O O O
a O O O
Brighton O O O
Beach O O O
yard O O O
sale: O O O
a O O O
mushroom O O O
cookie O O O
jar, O O O
an O O O
embroidered O O O
peasant O O O
smock, O O O
a O O O
camouflage O O O
cap, O O O
a O O O
samovar O O O
or O O O
two, O O O
a O O O
collection O O O
of O O O
beaded O O O
handbags, O O O
several O O O
ceramic O O O
cows, O O O
three O O O
statues O O O
of O O O
fat O O O
chefs O O O
with O O O
toques O O O
and O O O
mustaches, O O O
and O O O
two O O O
giant O O O
forks O O O
mounted O O O
on O O O
the O O O
wall. O O O
For O O O
atmosphere, O O O
Village O O O
Cafe O O O
is O O O
roundly O O O
beaten O O O
by O O O
my O O O
second-favorite O O O
Azerbaijani O O O
restaurant O O O
in O O O
Brooklyn, O O O
Old O O O
Baku O O O
in O O O
Kensington. O O O
Walk O O O
past O O O
the O O O
awning O O O
that O O O
says O O O
"private O O O
club," O O O
past O O O
the O O O
curtained O O O
booths O O O
in O O O
the O O O
front O O O
dining O O O
room, O O O
past O O O
the O O O
open O O O
kitchen O O O
where O O O
chefs O O O
scoop O O O
burning O O O
coals O O O
to O O O
keep O O O
the O O O
fire O O O
under O O O
the O O O
kebabs O O O
going O O O
strong, O O O
and O O O
you O O O
enter O O O
a O O O
courtyard O O O
from O O O
another O O O
country. O O O
Almost O O O
everybody O O O
at O O O
Old O O O
Baku O O O
is O O O
smoking O O O
under O O O
the O O O
arbor O O O
of O O O
grape O O O
vines O O O
that O O O
weave O O O
around O O O
strings O O O
of O O O
white O O O
lights. O O O
If O O O
you O O O
go O O O
in O O O
the O O O
fall, O O O
you O O O
might O O O
be O O O
brought O O O
a O O O
plate O O O
of O O O
purple O O O
grapes, O O O
newly O O O
picked O O O
a O O O
few O O O
feet O O O
away. O O O
But O O O
Village O O O
Cafe O O O
gains O O O
its O O O
edge O O O
on O O O
Old O O O
Baku O O O
in O O O
the O O O
kitchen. O O O
The O O O
stewed O O O
fruit O O O
ladled O O O
over O O O
saffron O O O
rice O O O
in O O O
its O O O
plov, O O O
for O O O
instance, O O O
is O O O
a O O O
richer O O O
and O O O
more O O O
varied O O O
compilation O O O
of O O O
dried O O O
plums, O O O
apricots, O O O
chestnuts O O O
and O O O
deeply O O O
browned O O O
lamb. O O O
The O O O
salads O O O
are O O O
brighter, O O O
too, O O O
if O O O
you O O O
can O O O
get O O O
over O O O
some O O O
of O O O
the O O O
names. O O O
The O O O
menu O O O
was O O O
evidently O O O
written O O O
by O O O
someone O O O
with O O O
a O O O
weakness O O O
for O O O
poetry, O O O
so O O O
the O O O
salads O O O
are O O O
called O O O
things O O O
like O O O
"Journey O O O
to O O O
Baku," O O O
"Winter O O O
Fun" O O O
and O O O
"Unexpected O O O
Guests." O O O
The O O O
Journey O O O
to O O O
Baku O O O
is O O O
worth O O O
taking; O O O
it's O O O
a O O O
sharply O O O
seasoned, O O O
smoky O O O
eggplant O O O
mash O O O
with O O O
peppers O O O
and O O O
tomatoes. O O O
The O O O
kidney O O O
beans O O O
in O O O
a O O O
traditional O O O
lobio O O O
salad O O O
are O O O
creamy, O O O
salty O O O
and O O O
well-oiled O O O
under O O O
their O O O
topping O O O
of O O O
chopped O O O
walnuts O O O
and O O O
cilantro. O O O
Main O O O
course O O O
names O O O
incline O O O
toward O O O
the O O O
allusive O O O
as O O O
well, O O O
with O O O
one O O O
chicken O O O
cutlet O O O
called O O O
"Miracle O O O
of O O O
Village" O O O
and O O O
another O O O
-- O O O
buried O O O
under O O O
a O O O
white O O O
pillow O O O
of O O O
cheese O O O
and O O O
cream O O O
sauce O O O
-- O O O
that O O O
goes O O O
by O O O
"Mother O O O
In O O O
Laws O O O
Chicken." O O O
But O O O
really, O O O
the O O O
best O O O
place O O O
to O O O
go O O O
once O O O
all O O O
the O O O
amenities O O O
have O O O
been O O O
polished O O O
off O O O
is O O O
the O O O
kebabs. O O O
The O O O
quail O O O
may O O O
be O O O
a O O O
bit O O O
wizened. O O O
The O O O
grilled O O O
testicles O O O
with O O O
a O O O
hint O O O
of O O O
lemon O O O
in O O O
their O O O
lightly O O O
browned O O O
surfaces O O O
will O O O
always O O O
be O O O
a O O O
niche O O O
proposition. O O O
But O O O
the O O O
lamb O O O
ribs, O O O
the O O O
marinated O O O
lamb O O O
chops O O O
known O O O
as O O O
chalahac O O O
and O O O
the O O O
flatbread-wrapped O O O
Azerbaijani O O O
version O O O
of O O O
kofte O O O
called O O O
lulya O O O
kebabs O O O
(made O O O
from O O O
chicken O O O
or O O O
lamb) O O O
are O O O
extremely O O O
good. O O O
The O O O
vegetable O O O
skewer O O O
choices O O O
begin O O O
and O O O
end O O O
with O O O
blistered O O O
tomatoes O O O
and O O O
softly O O O
collapsing O O O
eggplant. O O O
Both O O O
are O O O
worthwhile. O O O
So O O O
is O O O
the O O O
side O O O
dish O O O
called O O O
"homemade O O O
potatoes," O O O
if O O O
there O O O
is O O O
any O O O
room O O O
left O O O
on O O O
the O O O
table. O O O
Sliced O O O
and O O O
fried O O O
with O O O
onions, O O O
they O O O
narrowly O O O
beat O O O
out O O O
the O O O
pretty O O O
good O O O
fries. O O O
A O O O
cup O O O
or O O O
two O O O
of O O O
strong O O O
dark O O O
tea O O O
will O O O
speed O O O
your O O O
recovery O O O
from O O O
this O O O
onslaught. O O O
Dessert O O O
may O O O
not. O O O
Still, O O O
there O O O
is O O O
something O O O
to O O O
be O O O
said O O O
for O O O
trying O O O
a O O O
Napoleon O O O
made O O O
like O O O
baklava O O O
and O O O
a O O O
baklava O O O
made O O O
like O O O
a O O O
Napoleon. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
-DOCSTART- -X- -X- -X-
   
Shrinking O O O
modesty O O O
is O O O
not O O O
the O O O
normal O O O
attitude O O O
for O O O
restaurants O O O
with O O O
a O O O
view. O O O
The O O O
Rainbow B-EST O B-EST
Room I-EST O I-EST
had O O O
Art O O O
Deco O O O
razzmatazz O O O
and O O O
its O O O
revolving O O O
dance O O O
floor; O O O
Windows B-EST O B-EST
on I-EST O I-EST
the I-EST O I-EST
World, I-EST O I-EST
before O O O
terrorists O O O
destroyed O O O
it, O O O
served O O O
cocktails O O O
in O O O
a O O O
room O O O
named O O O
the O O O
Greatest B-EST O O
Bar I-EST O O
on I-EST O O
Earth. I-EST O O
Manhatta B-EST O B-EST
, O O O
which O O O
recently O O O
opened O O O
on O O O
the O O O
60th O O O
floor O O O
of O O O
an O O O
International B-LOC O O
Style I-LOC O O
tower O O O
downtown, O O O
doesn't O O O
follow O O O
their O O O
lead. O O O
It O O O
is O O O
the O O O
least O O O
show-offy O O O
skyscraper O O O
restaurant O O O
you've O O O
ever O O O
seen. O O O
The O O O
whole O O O
operation O O O
is O O O
very O O O
orderly O O O
and O O O
well O O O
behaved, O O O
apart O O O
from O O O
its O O O
refusal O O O
to O O O
spell O O O
its O O O
own O O O
name O O O
correctly. O O O
(The O O O
reference O O O
is O O O
to O O O
the O O O
Lenni O O O
Lenape O O O
name O O O
Manahatta, B-LOC O O
or O O O
Mannahatta, B-LOC O O
meaning O O O
"island O O O
of O O O
many O O O
hills," O O O
but O O O
without O O O
the O O O
second O O O
"a" O O O
the O O O
name O O O
just O O O
looks O O O
incomplete. O O O
It's O O O
like O O O
a O O O
child O O O
named O O O
Henr.) O O O
A O O O
dedicated O O O
door O O O
around O O O
the O O O
corner O O O
from O O O
the O O O
building's O O O
main O O O
entrance O O O
brings O O O
you O O O
into O O O
a O O O
foyer O O O
that, O O O
with O O O
its O O O
sleek O O O
chairs O O O
and O O O
coffee O O O
tables, O O O
looks O O O
like O O O
the O O O
lobby O O O
of O O O
one O O O
of O O O
those O O O
1960s O O O
white-brick O O O
apartment O O O
buildings O O O
in O O O
the O O O
East O O O
40s O O O
and O O O
50s. O O O
When O O O
you O O O
get O O O
out O O O
of O O O
the O O O
elevator O O O
-- O O O
it O O O
goes O O O
to O O O
just O O O
one O O O
floor, O O O
the O O O
top O O O
-- O O O
a O O O
short O O O
walk O O O
leads O O O
to O O O
another O O O
sparsely O O O
furnished O O O
sitting O O O
area, O O O
this O O O
one O O O
looking O O O
out O O O
the O O O
windows O O O
toward O O O
the O O O
harbor O O O
and O O O
the O O O
Verrazzano-Narrows B-LOC O O
Bridge. I-LOC O O
When O O O
the O O O
lounge O O O
hasn't O O O
been O O O
rented O O O
out O O O
for O O O
parties O O O
and O O O
sealed O O O
off, O O O
it's O O O
busier O O O
than O O O
the O O O
foyer O O O
downstairs, O O O
but O O O
it O O O
still O O O
appears O O O
to O O O
have O O O
been O O O
designed O O O
for O O O
people O O O
who O O O
are O O O
waiting O O O
for O O O
their O O O
dates O O O
to O O O
get O O O
back O O O
from O O O
the O O O
restroom. O O O
In O O O
the O O O
other O O O
direction O O O
are O O O
Manhatta's B-EST O B-EST
bar, O O B-TYPE
a O O O
longish O O O
counter O O O
whose O O O
seats O O O
face O O O
uptown, O O O
and O O O
its O O O
dining O O O
room, O O O
which O O O
looks O O O
both O O O
north O O O
and O O O
east O O O
toward O O O
Brooklyn. B-LOC O B-LOC
The O O O
color O O O
scheme, O O O
navy-blue O O O
leather O O O
and O O O
dark O O O
wood, O O O
might O O O
strike O O O
the O O O
Knickerbocker B-EST O O
Club I-EST O O
's I-EST O O
board O O O
as O O O
a O O O
little O O O
too O O O
conservative. O O O
An O O O
open O O O
kitchen O O O
has O O O
been O O O
dropped O O O
